年份,排名,企业估值,企业信息,CEO,行业
2020,No.150,￥ 700 亿,奇安信,齐向东,网络安全
2020,No.150,￥ 700 亿,欧派家居集团,姚良松,橱柜
2020,No.150,￥ 700 亿,卓越集团,李华,房地产
2020,No.153,￥ 690 亿,金蝶国际软件集团,徐少春,应用软件开发
2020,No.153,￥ 690 亿,凯莱英医药集团,洪浩,生物医药
2020,No.153,￥ 690 亿,南山集团,宋作文,铝业
2020,No.156,￥ 680 亿,寒武纪科技,陈天石,人工智能芯片
2020,No.157,￥ 675 亿,正泰集团,南存辉,工业电器、投资
2020,No.158,￥ 670 亿,复星国际,郭广昌,投资
2020,No.159,￥ 660 亿,华熙生物科技,赵燕,生物医药
2020,No.159,￥ 660 亿,世纪华通,王苗通,网络游戏
2020,No.161,￥ 650 亿,视源电子科技,王毅然,消费电子
2020,No.161,￥ 650 亿,福莱特,阮洪良,玻璃
2020,No.161,￥ 650 亿,福斯特,林建华,光伏材料
2020,No.164,￥ 640 亿,金地集团,凌克,房地产
2020,No.165,￥ 635 亿,康希诺生物,宇学峰,生物医药
2020,No.165,￥ 635 亿,新和成,胡柏藩,医药
2020,No.165,￥ 635 亿,大华技术,傅利泉,应用软件开发
2020,No.168,￥ 630 亿,君正集团,张海生,化工
2020,No.168,￥ 630 亿,车好多,杨浩涌,汽车交易
2020,No.170,￥ 625 亿,乐普医疗器械,蒲忠杰,医疗器械
2020,No.171,￥ 620 亿,上海莱士,陈杰,生物制药
2020,No.171,￥ 620 亿,58同城,姚劲波,生活服务
2020,No.173,￥ 615 亿,阳光保险集团,张维功,保险
2020,No.173,￥ 615 亿,完美世界,池宇峰,网游、影视娱乐
2020,No.175,￥ 610 亿,康泰医学系统,胡坤,医疗器械
2020,No.175,￥ 610 亿,威高集团,陈学利,医疗器械
2020,No.177,￥ 605 亿,健帆生物科技集团,董凡,生物医药和医疗器械
2020,No.178,￥ 600 亿,华大基因,汪建,基因检测
2020,No.178,￥ 600 亿,信发集团,张刚,铝电
2020,No.178,￥ 600 亿,达利食品,许世辉,食品
2020,No.181,￥ 590 亿,滔搏运动,盛百椒,体育器材
2020,No.181,￥ 590 亿,韵达控股,聂腾云,物流
2020,No.181,￥ 590 亿,华夏幸福,王文学,房地产
2020,No.184,￥ 580 亿,安克创新,阳萌,电子商务
2020,No.184,￥ 580 亿,龙蟒佰利联集团,许刚,钛白粉
2020,No.184,￥ 580 亿,恒安集团,施文博,个人护理用品
2020,No.184,￥ 580 亿,龙光集团,纪海鹏,房地产
2020,No.184,￥ 580 亿,美年大健康产业集团,俞熔,医疗服务
2020,No.189,￥ 575 亿,大参林医药集团,柯云峰,医药
2020,No.190,￥ 570 亿,高德电气,黄立,电子器件制造
2020,No.191,￥ 565 亿,亿联网络,陈智松,通信
2020,No.192,￥ 560 亿,明源云集团,高宇,应用软件开发
2020,No.192,￥ 560 亿,苏宁金服,黄金老,金融科技
2020,No.194,￥ 555 亿,信义玻璃,李贤义,玻璃
2020,No.195,￥ 550 亿,联想集团,杨元庆,计算机通信
2020,No.195,￥ 550 亿,居然之家,汪林朋,家居建材
2020,No.195,￥ 550 亿,世纪金源,黄如论,房地产、投资
2020,No.198,￥ 540 亿,晶澳太阳能科技,靳保芳,光伏
2020,No.199,￥ 530 亿,再鼎医药,杜莹,生物医药
2020,No.199,￥ 530 亿,金域医学检验集团,梁耀铭,医疗数据服务
2020,No.199,￥ 530 亿,鼎力机械,许树根,机械制造
2020,No.199,￥ 530 亿,中炬高新技术实业集团,陈琳,调味品、房地产
2020,No.199,￥ 530 亿,盛虹集团,缪汉根,印染、化纤、房地产
2020,No.199,￥ 530 亿,阳光龙净集团,林腾蛟,房地产、投资
2020,No.205,￥ 525 亿,商汤科技,汤晓鸥,人工智能
2020,No.206,￥ 520 亿,爱美客,简军,生物医药
2020,No.206,￥ 520 亿,金融壹账通,叶望春,金融科技
2020,No.206,￥ 520 亿,益丰大药房,高毅,医药零售
2020,No.206,￥ 520 亿,三环集团,张万镇,电子元器件
2020,No.210,￥ 515 亿,微创医疗,常兆华,医疗器械
2020,No.211,￥ 510 亿,北元化工,刘国强,化工
2020,No.211,￥ 510 亿,达达,蒯佳祺,物流
2020,No.211,￥ 510 亿,圣湘生物,戴立忠,生物制药
2020,No.211,￥ 510 亿,作业帮,侯建彬,教育
2020,No.215,￥ 505 亿,人福医药,李杰,医药
2020,No.215,￥ 505 亿,华海药业,李宏,医药
2020,No.217,￥ 500 亿,芯原股份,戴伟民,芯片
2020,No.217,￥ 500 亿,华峰集团,尤小平,化工、铝业、投资
2020,No.217,￥ 500 亿,星河控股集团,黄楚龙,房地产、投资
2020,No.217,￥ 500 亿,璞泰来,梁丰,锂电池材料
2020,No.217,￥ 500 亿,众安在线,欧亚平,互联网保险
2020,No.217,￥ 500 亿,富华国际集团,陈丽华,房地产、紫檀博物馆
2020,No.223,￥ 495 亿,金科股份,蒋思海,房地产
2020,No.224,￥ 490 亿,绝味食品,戴文军,食品
2020,No.224,￥ 490 亿,龙盛集团,阮伟祥,化工、钢铁
2020,No.226,￥ 485 亿,欣旺达电子,王威,电池
2020,No.227,￥ 480 亿,光启技术,刘若鹏,超材料
2020,No.227,￥ 480 亿,金山软件,雷军,应用软件开发
2020,No.227,￥ 480 亿,南极电商,张玉祥,服装
2020,No.227,￥ 480 亿,信维通信,彭浩,通信部件
2020,No.227,￥ 480 亿,美菜网,刘传军,生活服务
2020,No.227,￥ 480 亿,方大集团,方威,能源、零售、投资
2020,No.233,￥ 475 亿,新湖集团,黄伟,房地产、金融
2020,No.234,￥ 470 亿,国美控股集团,张大中,零售、投资
2020,No.234,￥ 470 亿,先导智能,王燕清,新能源设备
2020,No.234,￥ 470 亿,正邦集团,林印孙,饲料、养殖
2020,No.237,￥ 465 亿,贝达药业,丁列明,生物医药
2020,No.237,￥ 465 亿,圆通速递,喻会蛟,物流
2020,No.239,￥ 460 亿,国金证券,冉云,金融
2020,No.239,￥ 460 亿,坚朗五金制品,白宝鲲,金属产品
2020,No.239,￥ 460 亿,Js环球生活,王旭宁,小家电
2020,No.239,￥ 460 亿,日照钢铁,杜双华,钢铁
2020,No.239,￥ 460 亿,瑞声科技,潘政民,声学科技
2020,No.244,￥ 455 亿,恒逸集团,邱建林,化工
2020,No.245,￥ 450 亿,石头科技,昌敬,智能家电
2020,No.246,￥ 445 亿,阳光电源,曹仁贤,新能源电源设备
2020,No.246,￥ 445 亿,星宇股份,周晓萍,汽车灯具
2020,No.246,￥ 445 亿,东山精密,袁富根,精密铸件
2020,No.246,￥ 445 亿,红星美凯龙控股集团,车建兴,家具连锁
2020,No.250,￥ 440 亿,拓普集团,邬建树,汽车零部件
2020,No.250,￥ 440 亿,金发科技,袁志敏,塑料
2020,No.250,￥ 440 亿,欢聚时代,李学凌,语音软件、游戏
2020,No.253,￥ 435 亿,华测检测认证集团,万峰,病理检测
2020,No.253,￥ 435 亿,宋城集团,黄巧灵,旅游、房地产
2020,No.255,￥ 430 亿,名创优品集团,叶国富,新零售
2020,No.255,￥ 430 亿,天味食品,邓文,食品
2020,No.255,￥ 430 亿,卫宁健康,周炜,医疗数据服务
2020,No.255,￥ 430 亿,建龙重工集团,张志祥,钢铁、矿业、船运
2020,No.255,￥ 430 亿,桃李面包,吴学亮,食品
2020,No.260,￥ 425 亿,丽珠集团,朱保国,医药
2020,No.260,￥ 425 亿,晶盛机电,曹建伟,机电制造
2020,No.260,￥ 425 亿,吉比特,卢竑岩,网络游戏
2020,No.260,￥ 425 亿,华友钴业,陈雪华,有色金属
2020,No.260,￥ 425 亿,中长石基信息技术,李仲初,应用软件开发
2020,No.265,￥ 420 亿,安井食品,刘鸣鸣,食品
2020,No.265,￥ 420 亿,凯赛生物,刘修才,生物医药
2020,No.265,￥ 420 亿,国瓷材料,张曦,陶瓷
2020,No.265,￥ 420 亿,中国宏桥集团,张波,氧化铝
2020,No.265,￥ 420 亿,嘉晨,孙寿宽,钢铁、耐火材料、煤化工
2020,No.265,￥ 420 亿,满帮集团,王刚,物流
2020,No.271,￥ 415 亿,三棵树,洪杰,化工
2020,No.271,￥ 415 亿,海澜集团,周建平,服装、投资
2020,No.273,￥ 410 亿,睿创微纳,马宏,电子器件制造
2020,No.273,￥ 410 亿,顾家家居,顾江生,家具
2020,No.273,￥ 410 亿,大博医疗,林志雄,医疗器械
2020,No.273,￥ 410 亿,青山控股,项秉雪,钢铁
2020,No.273,￥ 410 亿,欧菲光,蔡荣军,消费电子精密件
2020,No.273,￥ 410 亿,春秋航空,王煜,航空运输
2020,No.279,￥ 400 亿,中科创达软件,赵鸿飞,智能操作系统
2020,No.279,￥ 400 亿,欧普康视,陶悦群,医疗器械
2020,No.279,￥ 400 亿,圣邦微电子,张世龙,半导体
2020,No.279,￥ 400 亿,万得资讯,陆风,金融数据服务
2020,No.279,￥ 400 亿,玲珑轮胎,王锋,橡胶
2020,No.279,￥ 400 亿,柔宇科技,刘自鸿,柔性屏
2020,No.279,￥ 400 亿,华林证券,林立,金融、投资
2020,No.279,￥ 400 亿,旭辉集团,林中,房地产
2020,No.287,￥ 395 亿,光威复合材料,陈亮,化工
2020,No.288,￥ 390 亿,中骏集团,黄朝阳,房地产
2020,No.288,￥ 390 亿,华天科技,肖胜利,半导体
2020,No.288,￥ 390 亿,均瑶集团,王均金,房地产、航空、零售
2020,No.288,￥ 390 亿,康弘药业,柯尊洪,制药
2020,No.288,￥ 390 亿,海亮集团,冯海良,铜加工、投资
2020,No.288,￥ 390 亿,东旭集团,李兆廷,电子科技
2020,No.294,￥ 385 亿,玖龙纸业,张茵,环保造纸
2020,No.294,￥ 385 亿,荣盛控股,耿建明,房地产
2020,No.294,￥ 385 亿,微医,廖杰远,健康科技
2020,No.297,￥ 380 亿,君正集成电路,刘强,芯片
2020,No.297,￥ 380 亿,大北农,邵根伙,饲料
2020,No.297,￥ 380 亿,宏发科技,郭满金,工业电器、投资
2020,No.297,￥ 380 亿,光线传媒,王长田,文化传媒
2020,No.297,￥ 380 亿,中际旭创,王伟修,电子设备制造
2020,No.297,￥ 380 亿,巨人网络,史玉柱,在线游戏
2020,No.297,￥ 380 亿,正荣集团,欧宗荣,房地产
2020,No.297,￥ 380 亿,大族激光科技产业集团,高云峰,系统解决方案
2020,No.305,￥ 375 亿,新宝电器,郭建刚,小家电
2020,No.305,￥ 375 亿,合生创展集团,朱孟依,房地产
2020,No.305,￥ 375 亿,宇通客车,汤玉祥,汽车制造
2020,No.308,￥ 370 亿,海雅集团,涂辉龙,商业地产、金融
2020,No.308,￥ 370 亿,启明医疗,曾敏,医疗器械
2020,No.308,￥ 370 亿,英科医疗,刘方毅,医疗器械
2020,No.308,￥ 370 亿,中国联塑集团,黄联禧,塑料管道及管件
2020,No.308,￥ 370 亿,健友股份,唐咏群,原料药
2020,No.313,￥ 365 亿,郎酒,汪俊林,白酒
2020,No.313,￥ 365 亿,光环新网科技,耿殿根,电信运营
2020,No.315,￥ 360 亿,汤臣倍健,梁允超,保健品
2020,No.315,￥ 360 亿,千方科技,夏曙东,软件和信息系统
2020,No.315,￥ 360 亿,雅居乐集团,陈卓林,房地产
2020,No.318,￥ 355 亿,艾迪精密,宋飞,机械设备
2020,No.318,￥ 355 亿,河北建设集团,李宝忠,建筑工程
2020,No.318,￥ 355 亿,捷佳伟创,余仲,太阳能电池设备
2020,No.318,￥ 355 亿,小马智行,-,人工智能
2020,No.318,￥ 355 亿,雅迪控股,董经贵,电动车
2020,No.318,￥ 355 亿,信立泰药业,叶澄海,生物医药
2020,No.318,￥ 355 亿,天合光能,高纪凡,光伏
2020,No.324,￥ 350 亿,百润股份,刘晓东,饮料
2020,No.324,￥ 350 亿,道通科技,李红京,汽车智能诊断
2020,No.324,￥ 350 亿,健康元药业集团,朱保国,医药
2020,No.324,￥ 350 亿,敏华控股,黄敏利,休闲沙发
2020,No.324,￥ 350 亿,小红书,毛文超,社交、电子商务
2020,No.324,￥ 350 亿,特变电工,张新,电器设备
2020,No.324,￥ 350 亿,中天科技,薛济萍,电缆
2020,No.324,￥ 350 亿,启明星辰信息技术集团,王佳,网络安全
2020,No.324,￥ 350 亿,威马汽车,沈晖,新能源汽车
2020,No.324,￥ 350 亿,中南建设集团,陈锦石,房地产
2020,No.324,￥ 350 亿,富德生命人寿保险,方力,金融投资
2020,No.324,￥ 350 亿,联影医疗,薛敏,医疗器械
2020,No.324,￥ 350 亿,优必选科技,周剑,机器人
2020,No.324,￥ 350 亿,新城控股,王晓松,房地产
2020,No.338,￥ 345 亿,天下秀数字科技,李檬,新媒体营销
2020,No.338,￥ 345 亿,美亚光电技术,田明,光电检测设备
2020,No.340,￥ 340 亿,美东汽车,叶帆,汽车零售
2020,No.340,￥ 340 亿,敏实集团,魏清莲,汽车制造业
2020,No.340,￥ 340 亿,秦淮数据,居静,数据中心服务
2020,No.340,￥ 340 亿,天赐材料,徐金富,化学原料制品
2020,No.340,￥ 340 亿,以岭药业,吴以岭,医药
2020,No.340,￥ 340 亿,鱼跃医疗,吴光明,医疗设备
2020,No.340,￥ 340 亿,步长集团,赵涛,医药
2020,No.340,￥ 340 亿,长峰房地产,童锦泉,房地产
2020,No.340,￥ 340 亿,51job,赵克仁,在线招聘
2020,No.349,￥ 335 亿,华大智造科技,汪建,基因检测
2020,No.349,￥ 335 亿,亨通集团,崔根良,电缆
2020,No.351,￥ 330 亿,老百姓药房,谢子龙,医药零售
2020,No.351,￥ 330 亿,太阳纸业,李洪信,造纸
2020,No.351,￥ 330 亿,九州通医药集团,刘长云,医药流通
2020,No.351,￥ 330 亿,东华软件,薛向东,软件和信息系统
2020,No.351,￥ 330 亿,口子窖,徐进,白酒
2020,No.351,￥ 330 亿,科伦药业,刘革新,制药、医药流通
2020,No.351,￥ 330 亿,雅戈尔,李如成,服装、房地产、投资
2020,No.351,￥ 330 亿,天齐锂业,蒋卫平,矿
2020,No.359,￥ 325 亿,孚能科技,王瑀,新能源设备
2020,No.359,￥ 325 亿,国轩高科,李缜,新能源设备
2020,No.359,￥ 325 亿,瑞芯微,励民,半导体
2020,No.359,￥ 325 亿,老板电器,任建华,家用电器
2020,No.363,￥ 320 亿,北斗星通导航技术,周儒欣,导航通信设备
2020,No.363,￥ 320 亿,大华,金惠明,房地产
2020,No.363,￥ 320 亿,亿帆医药,程先锋,医药
2020,No.363,￥ 320 亿,赫基国际,徐宇,服装
2020,No.363,￥ 320 亿,富力地产,李思廉,房地产
2020,No.368,￥ 315 亿,斯达半导,沈华,半导体
2020,No.368,￥ 315 亿,珀莱雅,侯军呈,化妆品
2020,No.368,￥ 315 亿,万利达,吴凯庭,电子信息产品
2020,No.368,￥ 315 亿,纳思达,汪东颖,打印设备
2020,No.368,￥ 315 亿,俊发集团,李文斌,房地产
2020,No.368,￥ 315 亿,养元智汇饮品,姚奎章,饮料
2020,No.368,￥ 315 亿,波司登,高德康,服装
2020,No.375,￥ 310 亿,科沃斯,钱东奇,机器人
2020,No.375,￥ 310 亿,兆驰股份,顾伟,消费品
2020,No.375,￥ 310 亿,迈克生物,唐勇,医药
2020,No.375,￥ 310 亿,金宇生物,张翀宇,医药
2020,No.375,￥ 310 亿,南微医学,隆晓辉,医疗设备
2020,No.375,￥ 310 亿,海普瑞药业集团,李锂,医药
2020,No.375,￥ 310 亿,VIPKID,米雯娟,教育
2020,No.375,￥ 310 亿,天士力医药集团,闫凯境,医药
2020,No.383,￥ 305 亿,洽洽食品,陈先保,食品加工
2020,No.383,￥ 305 亿,桐昆集团,陈士良,化工
2020,No.385,￥ 300 亿,赤峰吉隆黄金矿业,王建华,黄金矿业
2020,No.385,￥ 300 亿,康华生物,王振滔,疫苗
2020,No.385,￥ 300 亿,银泰黄金,杨海飞,物流、投资
2020,No.385,￥ 300 亿,万孚生物技术,王继华,快速诊断试剂
2020,No.385,￥ 300 亿,昆仑万维科技,金天,传媒和娱乐
2020,No.385,￥ 300 亿,南洋天融信科技集团,李雪莹,电缆
2020,No.385,￥ 300 亿,科博达,柯桂华,汽车电子产品
2020,No.385,￥ 300 亿,拉卡拉,孙陶然,金融科技
2020,No.385,￥ 300 亿,裕同包装科技,王华君,包装
2020,No.385,￥ 300 亿,京基集团,陈华,房地产
2020,No.385,￥ 300 亿,我武生物,胡赓熙,医药
2020,No.385,￥ 300 亿,中国东方教育,吴俊保,教育
2020,No.385,￥ 300 亿,比特大陆科技控股公司,吴忌寒,区块链
2020,No.385,￥ 300 亿,协鑫集团,朱共山,太阳能芯片、发电厂
2020,No.385,￥ 300 亿,雪松控股,张劲,大宗商品供应链、金融投资
2020,No.400,￥ 295 亿,爱旭股份,陈刚,太阳能
2020,No.400,￥ 295 亿,神州细胞生物技术集团,谢良志,生物医药
2020,No.400,￥ 295 亿,中顺洁柔纸业,邓颖忠,生活用纸
2020,No.400,￥ 295 亿,景旺电子,刘绍柏,印刷电路板
2020,No.400,￥ 295 亿,圣农集团,傅光明,农业
2020,No.400,￥ 295 亿,泰邦生物,周凡,生物医药
2020,No.406,￥ 290 亿,合景泰富集团,孔健岷,房地产
2020,No.406,￥ 290 亿,声网,赵斌,实时互动平台
2020,No.406,￥ 290 亿,通富微电,石明达,集成电路封测
2020,No.406,￥ 290 亿,新宙邦科技,覃九三,电子化学品
2020,No.406,￥ 290 亿,有赞,关贵森,电子商务
2020,No.406,￥ 290 亿,虹软科技,邓晖,视觉技术
2020,No.406,￥ 290 亿,晶晨半导体,钟培峰,半导体
2020,No.406,￥ 290 亿,东宝实业,李佳鸿,医药
2020,No.414,￥ 285 亿,富途证券,李华,金融科技
2020,No.414,￥ 285 亿,太平洋证券,郑亚南,证券
2020,No.414,￥ 285 亿,天智航医疗科技,张送根,医疗机器人
2020,No.414,￥ 285 亿,均胜投资,王剑峰,汽车制造业
2020,No.418,￥ 280 亿,天山铝业,曾超林,铝
2020,No.418,￥ 280 亿,同程艺龙,吴志祥,互联网旅游服务
2020,No.418,￥ 280 亿,伟明环保,项光明,垃圾发电
2020,No.418,￥ 280 亿,海丰国际控股,杨绍鹏,海运
2020,No.418,￥ 280 亿,碧水源,文剑平,环保工程
2020,No.418,￥ 280 亿,格兰仕集团,梁昭贤,家电
2020,No.418,￥ 280 亿,横店集团,徐永安,影视文化、电气电子、医药健康
2020,No.418,￥ 280 亿,合盛集团,罗立国,化工
2020,No.418,￥ 280 亿,旷视科技,印奇,人工智能
2020,No.418,￥ 280 亿,杰瑞石油服务集团,孙伟杰,机械设备
2020,No.418,￥ 280 亿,济民可信,李义海,医药
2020,No.429,￥ 275 亿,九洲药业,花莉蓉,医药
2020,No.429,￥ 275 亿,明阳智慧能源集团,张传卫,风力发电机装备
2020,No.429,￥ 275 亿,万达控股,尚吉永,轮胎、电缆、化工
2020,No.429,￥ 275 亿,丸美生物技术,孙怀庆,化妆品
2020,No.433,￥ 270 亿,迪安诊断,陈海斌,医药
2020,No.433,￥ 270 亿,海吉亚,朱义文,肿瘤检测
2020,No.433,￥ 270 亿,红狮控股,章小华,水泥
2020,No.433,￥ 270 亿,九号公司,高禄峰,智能出行
2020,No.433,￥ 270 亿,千禾味业,伍超群,调味品
2020,No.433,￥ 270 亿,三全食品,陈南,食品加工
2020,No.433,￥ 270 亿,易事特集团,何佳,不间断电源
2020,No.433,￥ 270 亿,盈峰集团,何剑锋,环保设备
2020,No.433,￥ 270 亿,浙富控股,孙毅,清洁能源装备
2020,No.433,￥ 270 亿,稻花香,蔡开云,白酒
2020,No.433,￥ 270 亿,海天国际,张静章,注塑机
2020,No.433,￥ 270 亿,天茂集团,刘益谦,投资
2020,No.445,￥ 265 亿,绿城服务,李海荣,房地产
2020,No.445,￥ 265 亿,伟星集团,章卡鹏,服装辅料、管材
2020,No.445,￥ 265 亿,华泽集团,吴向东,酒业、零售
2020,No.445,￥ 265 亿,美锦能源,姚俊良,煤炭
2020,No.449,￥ 260 亿,柏楚电子,唐晔,电子元件
2020,No.449,￥ 260 亿,海思科,王俊民,医药
2020,No.449,￥ 260 亿,优刻得,季昕华,云计算
2020,No.449,￥ 260 亿,中教控股,于果、谢可滔,教育
2020,No.449,￥ 260 亿,金螳螂,朱兴良,建筑
2020,No.449,￥ 260 亿,前海人寿保险,张金顺,保险
2020,No.449,￥ 260 亿,多益网络,徐波,网络游戏
2020,No.449,￥ 260 亿,鄂尔多斯投资控股集团,王林祥,能源、投资
2020,No.449,￥ 260 亿,富源集团,缪寿良,房地产、教育、水电
2020,No.458,￥ 255 亿,雅克科技,沈琦,化工原料
2020,No.458,￥ 255 亿,修正药业,修涞贵,医药
2020,No.460,￥ 250 亿,多弗国际控股集团,胡兴荣,投资
2020,No.460,￥ 250 亿,蓝帆医疗,刘文静,医疗器械
2020,No.460,￥ 250 亿,良品铺子,杨红春,食品加工
2020,No.460,￥ 250 亿,先声药业,任晋生,医药
2020,No.460,￥ 250 亿,荣民,史贵禄,房地产
2020,No.460,￥ 250 亿,云从科技集团,周曦,人工智能
2020,No.467,￥ 245 亿,康基医疗,钟鸣,医疗器械
2020,No.467,￥ 245 亿,旗滨集团,俞其兵,玻璃
2020,No.467,￥ 245 亿,索菲亚家居,江淦钧,家具
2020,No.467,￥ 245 亿,中国远大集团,胡凯军,医药
2020,No.467,￥ 245 亿,重庆华宇集团,蒋业华,房地产
2020,No.467,￥ 245 亿,东方集团,张宏伟,能源、零售、投资
2020,No.467,￥ 245 亿,知乎,周源,传媒和娱乐
2020,No.467,￥ 245 亿,森马服饰,邱光和,服装
2020,No.475,￥ 240 亿,博瑞医药,袁建栋,生物医药
2020,No.475,￥ 240 亿,杭可科技,曹骥,锂电池
2020,No.475,￥ 240 亿,金达威,江斌,医药
2020,No.475,￥ 240 亿,联化科技,王萍,化工
2020,No.475,￥ 240 亿,三诺生物,李少波,医疗器械
2020,No.475,￥ 240 亿,一心堂,阮鸿献,医药
2020,No.475,￥ 240 亿,壹网壹创,林振宇,电子商务
2020,No.475,￥ 240 亿,泽璟制药,盛泽林,医药
2020,No.475,￥ 240 亿,长盈精密技术,陈奇星,消费电子精密件
2020,No.475,￥ 240 亿,昭衍新药研究中心,冯宇霞,生物医药
2020,No.475,￥ 240 亿,格林美,许开华,废弃资源综合利用、新能源
2020,No.475,￥ 240 亿,伊泰集团,张东海,能源
2020,No.475,￥ 240 亿,中天金融集团,罗玉平,房地产
2020,No.475,￥ 240 亿,隆基泰和,魏少军,房地产、建筑
2020,No.475,￥ 240 亿,大搜车,姚军红,汽车交易平台
2020,No.475,￥ 240 亿,融侨,林宏修,房地产、公共事业
2020,No.475,￥ 240 亿,联美集团,苏壮强,房地产、公共事业
2020,No.475,￥ 240 亿,传化集团,徐冠巨,化工、农业、投资
2020,No.493,￥ 235 亿,鸿路钢构,商晓波,金属结构
2020,No.493,￥ 235 亿,美畅股份,吴英,金属制品
2020,No.493,￥ 235 亿,卫星石化,杨卫东,化工
2020,No.493,￥ 235 亿,苏宁体育,张近东,传媒和娱乐
2020,No.497,￥ 230 亿,九毛九国际,管毅宏,餐饮
2020,No.497,￥ 230 亿,巨星科技,仇建平,工具制造
2020,No.497,￥ 230 亿,鹏欣集团,姜照柏,食品加工、房地产、半导体
2020,No.497,￥ 230 亿,日月股份,傅明康,汽车零部件制造
2020,No.497,￥ 230 亿,思瑞浦,周之栩,芯片
2020,No.497,￥ 230 亿,新易盛,高光荣,通信
2020,No.497,￥ 230 亿,豪迈科技,张恭运,机械制造
2020,No.497,￥ 230 亿,安科生物,宋礼华,生物工程
2020,No.497,￥ 230 亿,泛海控股,宋宏谋,房地产
2020,No.497,￥ 230 亿,华强集团,张恒春,投资
2020,No.497,￥ 230 亿,三只松鼠,章燎源,食品加工
2020,No.497,￥ 230 亿,申通快递,陈德军,快递
2019,No.1,￥ 38100 亿,阿里巴巴,张勇,电子商务
2019,No.2,￥ 28500 亿,腾讯控股,马化腾,互联网服务
2019,No.3,￥ 15000 亿,中国平安保险,马明哲,金融
2019,No.4,￥ 12000 亿,华为投资控股,梁华,电信解决方案、智能手机
2019,No.5,￥ 10000 亿,蚂蚁金服,井贤栋,金融科技
2019,No.6,￥ 5500 亿,美团点评,王兴,生活服务
2019,No.7,￥ 5300 亿,字节跳动,张一鸣,传媒和娱乐
2019,No.8,￥ 3800 亿,恒瑞医药,孙飘扬,医药
2019,No.9,￥ 3770 亿,美的集团,何享健,家电制造
2019,No.10,￥ 3600 亿,滴滴出行,程维,共享出行
2019,No.11,￥ 3470 亿,格力电器,董明珠,家电
2019,No.12,￥ 3320 亿,京东集团,刘强东,电子商务
2019,No.13,￥ 2950 亿,海康威视,陈宗年,视频监控产品
2019,No.14,￥ 2930 亿,拼多多,黄峥,电子商务
2019,No.15,￥ 2890 亿,百度,李彦宏,网络信息服务
2019,No.15,￥ 2890 亿,海天调味食品,庞康,调味品
2019,No.17,￥ 2825 亿,网易,丁磊,互联网技术
2019,No.18,￥ 2700 亿,陆金所,计葵生,金融科技
2019,No.19,￥ 2600 亿,中国民生银行,洪崎,银行
2019,No.20,￥ 2210 亿,中国恒大集团,许家印,房地产、投资
2019,No.21,￥ 2185 亿,迈瑞生物医疗电子,李西廷,医疗器械
2019,No.22,￥ 2150 亿,泰康保险,陈东升,保险
2019,No.23,￥ 2140 亿,碧桂园控股,杨国强,房地产
2019,No.24,￥ 1940 亿,小米集团,雷军,智能手机、智能家电
2019,No.25,￥ 1930 亿,宁德时代,曾毓群,锂电池
2019,No.26,￥ 1900 亿,牧原食品,秦英林,畜牧
2019,No.26,￥ 1900 亿,温氏食品集团,温志芬,家禽养殖、动物保健
2019,No.28,￥ 1820 亿,立讯精密工业,王来春,电脑连接线
2019,No.29,￥ 1800 亿,安踏,丁世忠,体育用品
2019,No.30,￥ 1780 亿,伊利实业集团,潘刚,食品饮料
2019,No.31,￥ 1760 亿,好未来,张邦鑫,教育
2019,No.32,￥ 1720 亿,龙湖集团,吴亚军,房地产
2019,No.33,￥ 1675 亿,顺丰控股,王卫,快递
2019,No.34,￥ 1570 亿,海底捞,张勇,餐饮
2019,No.35,￥ 1530 亿,融创中国控股,孙宏斌,房地产
2019,No.36,￥ 1500 亿,微众银行,顾敏,金融科技
2019,No.37,￥ 1450 亿,扬子江药业集团,徐镜人,医药
2019,No.38,￥ 1430 亿,药明康德,李革,生物医药
2019,No.39,￥ 1400 亿,三六零安全科技,周鸿祎,网络信息服务
2019,No.40,￥ 1390 亿,三一集团,梁稳根,重型机械
2019,No.40,￥ 1390 亿,申洲国际,马建荣,纺织、服装
2019,No.42,￥ 1360 亿,携程,梁建章,互联网旅游服务
2019,No.43,￥ 1330 亿,京东数科,陈生强,金融
2019,No.43,￥ 1330 亿,新东方教育科技集团,俞敏洪,教育
2019,No.45,￥ 1300 亿,OPPO,陈明永,智能手机
2019,No.45,￥ 1300 亿,恒力集团,陈建华,化纤、石化、房地产
2019,No.47,￥ 1290 亿,万达集团,王健林,房地产、文化、投资
2019,No.48,￥ 1250 亿,爱尔眼科医院集团,陈邦,医疗服务
2019,No.49,￥ 1240 亿,新奥集团,王玉锁,天然气、能源化工
2019,No.50,￥ 1200 亿,VIVO,沈炜,智能手机
2019,No.50,￥ 1200 亿,翰森制药,钟慧娟,医药
2019,No.50,￥ 1200 亿,吉利控股集团,李书福,汽车制造
2019,No.50,￥ 1200 亿,快手科技,宿华,传媒和娱乐
2019,No.50,￥ 1200 亿,太平洋建设,严昊,基础建设
2019,No.55,￥ 1170 亿,中通快递,赖梅松,物流
2019,No.56,￥ 1140 亿,中国生物制药,谢其润,生物医药
2019,No.57,￥ 1130 亿,中公教育科技,李永新,教育
2019,No.58,￥ 1090 亿,比亚迪,王传福,汽车、充电电池
2019,No.59,￥ 1080 亿,韦尔股份,虞仁荣,半导体
2019,No.60,￥ 1060 亿,双汇,万隆,食品加工
